sample,domain,level,metric,estimate,se,ci_low,ci_high,unweighted_n,weighted_n
Adults 20+,marital_status_adult,Separated,Weekday MIMS-units,15516.956217470555,401.1712914891481,14730.660486151824,16303.251948789286,197,2917250.7519310005
Adults 20+,marital_status_adult,Separated,Weekend-day MIMS-units,14061.298271530239,373.1232225014203,13329.976755427455,14792.619787633022,197,2917250.7519310005
Adults 20+,marital_status_adult,Separated,Weekday minus weekend MIMS-units,1455.6579459403126,355.3670147374952,759.1385970548221,2152.177294825803,197,2917250.7519310005
Adults 20+,marital_status_adult,Separated,Percent difference from weekday,6.630627230228673,1.8488945669677466,3.00679387897189,10.254460581485457,197,2917250.7519310005
Adults 20+,marital_status_adult,Divorced,Weekday MIMS-units,13517.719106144654,190.74720176951107,13143.854590676412,13891.583621612896,715,15432842.0773785
Adults 20+,marital_status_adult,Divorced,Weekend-day MIMS-units,12619.85785690603,154.12771395096996,12317.76753756213,12921.94817624993,715,15432842.0773785
Adults 20+,marital_status_adult,Divorced,Weekday minus weekend MIMS-units,897.8612492386254,161.20701704071055,581.8954958388327,1213.827002638418,715,15432842.0773785
Adults 20+,marital_status_adult,Divorced,Percent difference from weekday,5.031454693004948,1.057115267112749,2.9595087694639597,7.103400616545936,715,15432842.0773785
Children/adolescents 6-19,bmi_status_for_sample,Healthy weight,Weekday MIMS-units,17821.588604788758,183.5605070353731,17461.810010999427,18181.36719857809,2093,23549799.498761497
Children/adolescents 6-19,bmi_status_for_sample,Healthy weight,Weekend-day MIMS-units,16915.032952494515,206.24931822938353,16510.784288764924,17319.281616224107,2093,23549799.498761497
Children/adolescents 6-19,bmi_status_for_sample,Healthy weight,Weekday minus weekend MIMS-units,906.5556522942385,120.13347868598875,671.0940340697006,1142.0172705187765,2093,23549799.498761497
Children/adolescents 6-19,bmi_status_for_sample,Healthy weight,Percent difference from weekday,4.292386766437834,0.7347836562142332,2.8522108002579367,5.732562732617731,2093,23549799.498761497
Children/adolescents 6-19,bmi_status_for_sample,Overweight,Weekday MIMS-units,17878.35597175227,194.98261058601045,17496.190055003688,18260.52188850085,573,5910516.4357845
Children/adolescents 6-19,bmi_status_for_sample,Overweight,Weekend-day MIMS-units,16924.414709167253,284.3419156655512,16367.104554462772,17481.724863871732,573,5910516.4357845
Children/adolescents 6-19,bmi_status_for_sample,Overweight,Weekday minus weekend MIMS-units,953.9412625850115,215.87631772231094,530.823679849282,1377.058845320741,573,5910516.4357845
Children/adolescents 6-19,bmi_status_for_sample,Overweight,Percent difference from weekday,4.59092315564735,1.2240267587685816,2.1918307084609303,6.99001560283377,573,5910516.4357845
Children/adolescents 6-19,bmi_status_for_sample,Obesity,Weekday MIMS-units,16775.007987253324,266.18632393417977,16253.282792342332,17296.733182164317,698,7242906.937196
Children/adolescents 6-19,bmi_status_for_sample,Obesity,Weekend-day MIMS-units,15916.891041714114,225.59982522759583,15474.715384268027,16359.066699160201,698,7242906.937196
Children/adolescents 6-19,bmi_status_for_sample,Obesity,Weekday minus weekend MIMS-units,858.1169455392117,169.5979589899612,525.7049459188877,1190.5289451595356,698,7242906.937196
Children/adolescents 6-19,bmi_status_for_sample,Obesity,Percent difference from weekday,4.194914064752045,1.077501807106244,2.0830105228238067,6.3068176066802835,698,7242906.937196
Children/adolescents 6-19,bmi_status_for_sample,Underweight,Weekday MIMS-units,16899.438591363087,818.0133356088251,15296.13245356979,18502.744729156384,122,1396385.6406230002
Children/adolescents 6-19,bmi_status_for_sample,Underweight,Weekend-day MIMS-units,16211.108146729312,933.184204339124,14382.06710622463,18040.149187233994,122,1396385.6406230002
Children/adolescents 6-19,bmi_status_for_sample,Underweight,Weekday minus weekend MIMS-units,688.3304446337779,301.42548281698333,97.53649831249061,1279.1243909550653,122,1396385.6406230002
Children/adolescents 6-19,bmi_status_for_sample,Underweight,Percent difference from weekday,3.6228542367589323,2.2047752940923426,-0.6985053396620589,7.944213813179923,122,1396385.6406230002
